#t	Phi[0]	Phi[1]	Phi[2]	Phi[3]	Phi[4]	Phi[5]	Phi[6]	Phi[7]	Phi[8]	Phi[9]	Phi[10]	Phi[11]	Phi[12]	Phi[13]	Phi[14]	Phi[15]	Phi[16]	Phi[17]	Phi[18]	Phi[19]	Phi[20]	Phi[21]	Phi[22]	Phi[23]	Phi[24]	Phi[25]	Phi[26]	Phi[27]	Phi[28]	Phi[29]	Phi[30]	Phi[31]	Phi[32]	Phi[33]	Phi[34]	Phi[35]	Phi[36]	Phi[37]	Phi[38]	Phi[39]	Phi[40]	Phi[41]	Phi[42]	Phi[43]	Phi[44]	Phi[45]	Phi[46]	Phi[47]	Phi[48]	Phi[49]	Phi[50]	Phi[51]	Phi[52]	Phi[53]	Phi[54]	Phi[55]	Phi[56]	Phi[57]	Phi[58]	Phi[59]	Phi[60]	Phi[61]	Phi[62]	Phi[63]	Phi[64]	Phi[65]	Phi[66]	Phi[67]	Phi[68]	Phi[69]	Phi[70]	Phi[71]	Phi[72]	Phi[73]	Phi[74]	Phi[75]	Phi[76]	Phi[77]	Phi[78]	Phi[79]	Phi[80]	Phi[81]	Phi[82]	Phi[83]	Phi[84]	Phi[85]	Phi[86]	Phi[87]	Phi[88]	Phi[89]	Phi[90]	Phi[91]	Phi[92]	Phi[93]	Phi[94]	Phi[95]	Phi[96]	Phi[97]	Phi[98]	Phi[99]	Phi[100]	Phi[101]	Phi[102]	Phi[103]	Phi[104]	Phi[105]	Phi[106]	Phi[107]	Phi[108]	Phi[109]	Phi[110]	Phi[111]	Phi[112]	Phi[113]	Phi[114]	Phi[115]	Phi[116]	Phi[117]	Phi[118]	Phi[119]	Phi[120]
t	0	3.8147e-07	7.62939e-07	1.52588e-06	3.05176e-06	6.10352e-06	1.2207e-05	2.44141e-05	4.88281e-05	9.76563e-05	0.000195313	0.000390625	0.00078125	0.0015625	0.003125	0.00625	0.0125	0.025	0.05	0.1	0.2	0.4	0.8	1.2	1.6	2	2.4	2.8	3.2	3.6	4	4.4	4.8	5.2	5.6	6	6.4	6.8	7.2	7.6	8	8.4	8.8	9.2	9.6	10	10.4	10.8	11.2	11.6	12	12.4	12.8	13.2	13.6	14	14.4	14.8	15.2	15.6	16	16.4	16.8	17.2	17.6	18	18.4	18.8	19.2	19.6	20	20.4	20.8	21.2	21.6	22	22.4	22.8	23.2	23.6	24	24.4	24.8	25.2	25.6	26	26.4	26.8	27.2	27.6	28	28.4	28.8	29.2	29.6	30	30.4	30.8	31.2	31.6	32	32.4	32.8	33.2	33.6	34	34.4	34.8	35.2	35.6	36	36.4	36.8	37.2	37.6	38	38.4	38.8	39.2	39.6	40
1.536e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986
1.664e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986	0.999986	0.999985	0.999985	0.999985
1.792e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983
1.92e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983	0.999983	0.999983	0.999982	0.999982
2.048e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983	0.999983	0.999983	0.999982	0.999982	0.999982	0.999981	0.999981
2.304e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999982	0.999981	0.999981	0.99998	0.99998	0.99998	0.999979	0.999979	0.999978
2.56e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999979	0.999979	0.999978	0.999978	0.999977	0.999977	0.999976	0.999976
2.816e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999981	0.999981	0.999981	0.99998	0.99998	0.999979	0.999979	0.999978	0.999978	0.999977	0.999977	0.999976	0.999976	0.999975	0.999975	0.999974	0.999974	0.999973
3.072e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999983	0.999983	0.999983	0.999982	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999979	0.999978	0.999978	0.999977	0.999977	0.999976	0.999976	0.999975	0.999975	0.999974	0.999973	0.999973	0.999972	0.999972	0.999971	0.999971
3.328e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999978	0.999978	0.999977	0.999977	0.999976	0.999976	0.999975	0.999975	0.999974	0.999973	0.999973	0.999972	0.999972	0.999971	0.999971	0.99997	0.999969	0.999969	0.999968
3.584e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999978	0.999978	0.999977	0.999977	0.999976	0.999976	0.999975	0.999974	0.999974	0.999973	0.999973	0.999972	0.999971	0.999971	0.99997	0.999969	0.999969	0.999968	0.999967	0.999967	0.999966	0.999965
3.84e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999979	0.999978	0.999977	0.999977	0.999976	0.999976	0.999975	0.999974	0.999974	0.999973	0.999973	0.999972	0.999971	0.999971	0.99997	0.999969	0.999969	0.999968	0.999967	0.999966	0.999966	0.999965	0.999964	0.999964	0.999963
4.096e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999981	0.999981	0.99998	0.999979	0.999979	0.999978	0.999978	0.999977	0.999976	0.999976	0.999975	0.999975	0.999974	0.999973	0.999973	0.999972	0.999971	0.999971	0.99997	0.999969	0.999969	0.999968	0.999967	0.999966	0.999966	0.999965	0.999964	0.999963	0.999963	0.999962	0.999961	0.99996
4.608e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.999991	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999985	0.999984	0.999984	0.999983	0.999983	0.999982	0.999982	0.999981	0.99998	0.99998	0.999979	0.999979	0.999978	0.999977	0.999977	0.999976	0.999975	0.999975	0.999974	0.999973	0.999973	0.999972	0.999971	0.999971	0.99997	0.999969	0.999968	0.999968	0.999967	0.999966	0.999965	0.999965	0.999964	0.999963	0.999962	0.999961	0.99996	0.99996	0.999959	0.999958	0.999957	0.999956	0.999955
5.12e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999988	0.999987	0.999987	0.999986	0.999985	0.999985	0.999984	0.999984	0.999983	0.999983	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999978	0.999978	0.999977	0.999976	0.999976	0.999975	0.999974	0.999973	0.999973	0.999972	0.999971	0.99997	0.99997	0.999969	0.999968	0.999967	0.999966	0.999966	0.999965	0.999964	0.999963	0.999962	0.999961	0.99996	0.99996	0.999959	0.999958	0.999957	0.999956	0.999955	0.999954	0.999953	0.999952	0.999951	0.99995
5.632e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999985	0.999984	0.999983	0.999983	0.999982	0.999981	0.999981	0.99998	0.99998	0.999979	0.999978	0.999977	0.999977	0.999976	0.999975	0.999975	0.999974	0.999973	0.999972	0.999971	0.999971	0.99997	0.999969	0.999968	0.999967	0.999967	0.999966	0.999965	0.999964	0.999963	0.999962	0.999961	0.99996	0.999959	0.999958	0.999957	0.999956	0.999955	0.999954	0.999953	0.999952	0.999951	0.99995	0.999949	0.999948	0.999947	0.999946	0.999945
6.144e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999994	0.999994	0.999993	0.999993	0.999993	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999984	0.999984	0.999983	0.999982	0.999982	0.999981	0.99998	0.99998	0.999979	0.999978	0.999978	0.999977	0.999976	0.999975	0.999975	0.999974	0.999973	0.999972	0.999971	0.999971	0.99997	0.999969	0.999968	0.999967	0.999966	0.999965	0.999964	0.999963	0.999962	0.999961	0.999961	0.99996	0.999959	0.999958	0.999957	0.999956	0.999954	0.999953	0.999952	0.999951	0.99995	0.999949	0.999948	0.999947	0.999946	0.999945	0.999943	0.999942	0.999941	0.99994
6.656e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999988	0.999988	0.999987	0.999987	0.999986	0.999986	0.999985	0.999984	0.999984	0.999983	0.999982	0.999982	0.999981	0.99998	0.99998	0.999979	0.999978	0.999977	0.999976	0.999976	0.999975	0.999974	0.999973	0.999972	0.999972	0.999971	0.99997	0.999969	0.999968	0.999967	0.999966	0.999965	0.999964	0.999963	0.999962	0.999961	0.99996	0.999959	0.999958	0.999957	0.999956	0.999955	0.999954	0.999953	0.999952	0.999951	0.999949	0.999948	0.999947	0.999946	0.999945	0.999944	0.999942	0.999941	0.99994	0.999939	0.999937	0.999936	0.999935
7.168e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999989	0.999988	0.999988	0.999987	0.999986	0.999986	0.999985	0.999984	0.999984	0.999983	0.999982	0.999982	0.999981	0.99998	0.999979	0.999979	0.999978	0.999977	0.999976	0.999975	0.999975	0.999974	0.999973	0.999972	0.999971	0.99997	0.999969	0.999968	0.999967	0.999966	0.999966	0.999965	0.999964	0.999962	0.999961	0.99996	0.999959	0.999958	0.999957	0.999956	0.999955	0.999954	0.999953	0.999951	0.99995	0.999949	0.999948	0.999947	0.999945	0.999944	0.999943	0.999942	0.99994	0.999939	0.999938	0.999936	0.999935	0.999934	0.999932	0.999931	0.99993
7.68e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999994	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999989	0.999988	0.999987	0.999987	0.999986	0.999985	0.999985	0.999984	0.999983	0.999983	0.999982	0.999981	0.99998	0.99998	0.999979	0.999978	0.999977	0.999976	0.999975	0.999975	0.999974	0.999973	0.999972	0.999971	0.99997	0.999969	0.999968	0.999967	0.999966	0.999965	0.999964	0.999963	0.999962	0.999961	0.99996	0.999959	0.999958	0.999956	0.999955	0.999954	0.999953	0.999952	0.99995	0.999949	0.999948	0.999947	0.999945	0.999944	0.999943	0.999942	0.99994	0.999939	0.999937	0.999936	0.999935	0.999933	0.999932	0.99993	0.999929	0.999927	0.999926	0.999924
8.192e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999995	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999988	0.999988	0.999987	0.999986	0.999986	0.999985	0.999984	0.999984	0.999983	0.999982	0.999981	0.999981	0.99998	0.999979	0.999978	0.999977	0.999976	0.999976	0.999975	0.999974	0.999973	0.999972	0.999971	0.99997	0.999969	0.999968	0.999967	0.999966	0.999965	0.999964	0.999963	0.999962	0.99996	0.999959	0.999958	0.999957	0.999956	0.999955	0.999953	0.999952	0.999951	0.99995	0.999948	0.999947	0.999946	0.999944	0.999943	0.999942	0.99994	0.999939	0.999938	0.999936	0.999935	0.999933	0.999932	0.99993	0.999929	0.999927	0.999926	0.999924	0.999923	0.999921	0.999919
9.216e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999994	0.999994	0.999993	0.999993	0.999992	0.999992	0.999991	0.999991	0.99999	0.999989	0.999989	0.999988	0.999988	0.999987	0.999986	0.999985	0.999985	0.999984	0.999983	0.999982	0.999982	0.999981	0.99998	0.999979	0.999978	0.999977	0.999976	0.999975	0.999974	0.999973	0.999973	0.999971	0.99997	0.999969	0.999968	0.999967	0.999966	0.999965	0.999964	0.999963	0.999962	0.99996	0.999959	0.999958	0.999957	0.999955	0.999954	0.999953	0.999952	0.99995	0.999949	0.999948	0.999946	0.999945	0.999943	0.999942	0.99994	0.999939	0.999937	0.999936	0.999934	0.999933	0.999931	0.99993	0.999928	0.999926	0.999925	0.999923	0.999921	0.99992	0.999918	0.999916	0.999914	0.999913	0.999911	0.999909
1.024e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999994	0.999994	0.999993	0.999993	0.999992	0.999991	0.999991	0.99999	0.99999	0.999989	0.999988	0.999988	0.999987	0.999986	0.999985	0.999985	0.999984	0.999983	0.999982	0.999981	0.99998	0.99998	0.999979	0.999978	0.999977	0.999976	0.999975	0.999974	0.999973	0.999972	0.999971	0.999969	0.999968	0.999967	0.999966	0.999965	0.999964	0.999962	0.999961	0.99996	0.999959	0.999957	0.999956	0.999955	0.999953	0.999952	0.99995	0.999949	0.999948	0.999946	0.999945	0.999943	0.999942	0.99994	0.999938	0.999937	0.999935	0.999934	0.999932	0.99993	0.999929	0.999927	0.999925	0.999923	0.999922	0.99992	0.999918	0.999916	0.999914	0.999913	0.999911	0.999909	0.999907	0.999905	0.999903	0.999901	0.999899
1.1264e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999998	0.999998	0.999997	0.999997	0.999997	0.999996	0.999996	0.999996	0.999995	0.999995	0.999994	0.999994	0.999993	0.999992	0.999992	0.999991	0.999991	0.99999	0.999989	0.999989	0.999988	0.999987	0.999986	0.999986	0.999985	0.999984	0.999983	0.999982	0.999981	0.99998	0.999979	0.999978	0.999977	0.999976	0.999975	0.999974	0.999973	0.999972	0.999971	0.99997	0.999969	0.999968	0.999966	0.999965	0.999964	0.999963	0.999961	0.99996	0.999959	0.999957	0.999956	0.999954	0.999953	0.999951	0.99995	0.999949	0.999947	0.999945	0.999944	0.999942	0.999941	0.999939	0.999937	0.999936	0.999934	0.999932	0.999931	0.999929	0.999927	0.999925	0.999923	0.999921	0.99992	0.999918	0.999916	0.999914	0.999912	0.99991	0.999908	0.999906	0.999904	0.999902	0.9999	0.999897	0.999895	0.999893	0.999891	0.999889
